"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","cluster"
"367",7.53097345132743,0.615,0.66,4.02054794520548,0.083,1.76056338028169,2.14487632508834,1.0022,3.07,0.73,3.21538461538462,6
"368",5.61946902654867,0.575,0.61,2.04794520547945,0.076,2.26760563380282,1.57243816254417,1,3.16,0.69,1.83076923076923,4
"369",5.53982300884956,0.34,0.52,2.17123287671233,0.159,2.77464788732394,3.19434628975265,0.9998,3.18,0.64,2.38461538461538,4
"370",4.82300884955752,0.27,0.53,1.92465753424658,0.074,1.63380281690141,1.38162544169611,0.9962,3.2,1.13,5.98461538461538,5
"371",2.83185840707965,0.765,0.02,1.86301369863014,0.063,5.30985915492958,2.81272084805654,0.9975,3.57,0.78,3.07692307692308,2
"372",3.6283185840708,0.24,0.4,1.43150684931507,0.056,2.26760563380282,1.60424028268551,0.9967,3.32,0.87,1.41538461538461,4
"373",4.58407079646018,0.28,0.48,1.55479452054795,0.067,4.16901408450704,2.27208480565371,0.9967,3.32,1.04,4.04615384615385,2
"374",3.23008849557522,0.55,0.22,1.8013698630137,0.106,2.3943661971831,3.09893992932862,0.9959,3.05,0.63,2.10769230769231,2
"375",8.48672566371681,0.41,0.63,2.78767123287671,0.089,1.63380281690141,2.30388692579505,1.0014,3.01,0.81,4.32307692307692,6
"376",6.49557522123894,0.54,0.71,3.15753424657534,0.124,1.63380281690141,1.28621908127208,0.9984,3.01,0.83,5.70769230769231,6
"377",6.49557522123894,0.45,0.5,2.29452054794521,0.078,3.28169014084507,2.30388692579505,1.0003,3.26,1.11,4.6,6
"378",4.82300884955752,0.27,0.53,1.92465753424658,0.074,1.63380281690141,1.38162544169611,0.9962,3.2,1.13,5.98461538461538,5
"379",6.41592920353982,0.625,0.66,4.26712328767123,0.088,1.63380281690141,1.57243816254417,0.9988,3.11,0.99,7.78461538461539,6
"380",3.94690265486726,0.42,0.38,1.98630136986301,0.094,3.91549295774648,2.71731448763251,0.9979,3.31,0.7,4.32307692307692,2
"381",3.94690265486726,0.26,0.42,1.67808219178082,0.08,2.26760563380282,1.6678445229682,0.9974,3.21,0.8,2.38461538461538,4
"382",8.24778761061947,0.415,0.68,2.23287671232877,0.085,3.02816901408451,2.17667844522968,1.0014,3.06,0.8,3.21538461538462,3
"383",3.94690265486726,0.26,0.42,1.67808219178082,0.08,2.26760563380282,1.6678445229682,0.9974,3.21,0.8,2.38461538461538,4
"384",3.94690265486726,0.26,0.42,1.67808219178082,0.08,2.26760563380282,1.6678445229682,0.9974,3.21,0.8,2.38461538461538,4
"385",3.46902654867257,0.51,0.28,1.73972602739726,0.087,3.7887323943662,2.52650176678445,0.998,3.42,0.74,2.10769230769231,2
"386",3.23008849557522,0.63,0.07,1.92465753424658,0.09,2.26760563380282,1.98586572438163,0.9979,3.43,0.76,2.8,1
"387",3.54867256637168,0.54,0.26,1.67808219178082,0.088,3.7887323943662,2.3356890459364,0.9981,3.41,0.74,2.10769230769231,2
"388",3.94690265486726,0.66,0.15,1.61643835616438,0.079,3.02816901408451,2.14487632508834,0.9972,3.31,0.54,2.66153846153846,4
"389",3.54867256637168,0.46,0.26,1.61643835616438,0.088,3.7887323943662,2.49469964664311,0.9981,3.43,0.74,2.10769230769231,2
"390",4.98230088495575,0.38,0.31,1.98630136986301,0.096,2.90140845070423,2.36749116607774,0.9982,3.19,0.7,3.21538461538462,4
"391",1.79646017699115,0.85,0.05,1.30821917808219,0.045,2.3943661971831,3.60777385159011,0.9924,3.56,0.82,7.23076923076923,5
"392",8.24778761061947,0.415,0.68,2.23287671232877,0.085,3.02816901408451,2.17667844522968,1.0014,3.06,0.8,3.21538461538462,3
"393",4.90265486725664,0.37,0.52,1.67808219178082,0.082,1.63380281690141,1.63604240282686,0.998,3.18,0.51,2.52307692307692,4
"394",4.02654867256637,0.665,0.61,1.67808219178082,0.112,2.52112676056338,3.83038869257951,0.997,3.16,0.54,1.96923076923077,4
"395",7.45132743362832,0.6,0.65,1.86301369863014,0.063,1.63380281690141,1.60424028268551,0.9997,3.03,0.57,3.07692307692308,3
"396",6.89380530973451,0.37,0.76,3.03424657534247,0.066,1.76056338028169,2.01766784452297,1.0004,3.22,0.6,7.36923076923077,6
"397",2.5929203539823,0.735,0.02,5.31506849315068,0.122,9.49295774647887,4.75265017667845,0.9994,3.47,0.53,3.07692307692308,2
"398",6.49557522123894,0.59,0.59,2.04794520547945,0.087,2.52112676056338,2.36749116607774,0.9988,3.18,0.65,4.6,6
"399",6.49557522123894,0.59,0.59,2.04794520547945,0.087,2.52112676056338,2.36749116607774,0.9988,3.18,0.65,4.6,6
"400",4.26548672566372,0.765,0.22,1.86301369863014,0.064,2.01408450704225,2.14487632508834,0.9963,3.1,0.55,2.38461538461538,4
"401",2.5929203539823,0.735,0.02,5.31506849315068,0.122,9.49295774647887,4.75265017667845,0.9994,3.47,0.53,3.07692307692308,2
"402",3.46902654867257,0.26,0.3,1.49315068493151,0.059,3.40845070422535,2.01766784452297,0.9949,3.29,0.47,4.32307692307692,1
"403",7.05309734513274,0.48,0.54,2.04794520547945,0.085,3.28169014084507,2.84452296819788,1,3.1,0.61,3.90769230769231,6
"404",6.41592920353982,0.6,0.49,2.10958904109589,0.085,2.14084507042254,2.113074204947,0.9994,3.15,0.63,3.90769230769231,3
"405",3.46902654867257,0.69,0.05,2.10958904109589,0.075,2.77464788732394,1.6678445229682,0.9974,3.26,0.61,1.96923076923077,4
"406",4.26548672566372,0.31,0.46,1.30821917808219,0.059,2.26760563380282,1.60424028268551,0.9966,3.36,0.76,3.35384615384615,4
"407",5.14159292035398,0.44,0.47,1.98630136986301,0.063,2.01408450704225,1.69964664310954,0.9981,3.24,0.65,4.32307692307692,4
"408",6.89380530973451,0.39,0.66,2.29452054794521,0.093,2.3943661971831,1.76325088339223,0.9996,3.18,0.63,4.32307692307692,6
"409",5.61946902654867,0.34,0.58,2.72602739726027,0.174,1.63380281690141,1.31802120141343,0.997,3.19,0.7,5.01538461538462,6
"410",7.29203539823009,0.46,0.49,3.21917808219178,0.07,4.16901408450704,2.36749116607774,0.9981,3.05,0.57,2.66153846153846,2
"411",4.50442477876106,0.43,0.34,1.98630136986301,0.08,4.16901408450704,3.54416961130742,0.9987,3.38,0.62,2.52307692307692,2
"412",4.58407079646018,0.45,0.35,1.92465753424658,0.08,3.7887323943662,3.28975265017668,0.9987,3.38,0.62,2.52307692307692,2
"413",2.99115044247788,0.735,0.16,1.61643835616438,0.1,2.77464788732394,3.25795053003534,0.9966,3.27,0.64,2.24615384615385,2
"414",5.2212389380531,0.4,0.53,4.57534246575342,0.097,1.63380281690141,1.41342756183746,0.9986,3.27,0.82,5.56923076923077,6
"415",4.34513274336283,0.52,0.34,2.10958904109589,0.087,3.91549295774648,4.68904593639576,0.9982,3.26,0.61,2.52307692307692,2
"416",4.1858407079646,0.725,0.24,4.51369863013699,0.117,4.80281690140845,5.07067137809187,1.0014,3.32,1.07,2.24615384615385,2
"417",5.7787610619469,0.48,0.64,1.8013698630137,0.111,1.63380281690141,1.4452296819788,0.997,3.26,0.66,5.56923076923077,6
"418",2.91150442477876,0.58,0.12,1.61643835616438,0.091,5.1830985915493,4.75265017667845,0.9956,3.44,0.48,3.90769230769231,2
"419",6.8141592920354,0.38,0.51,1.67808219178082,0.121,1.76056338028169,1.4452296819788,0.9996,3.24,0.76,3.76923076923077,3
"420",2.75221238938053,0.77,0,1.55479452054795,0.066,5.1830985915493,2.46289752650177,0.9976,3.62,0.68,3.07692307692308,2
"421",4.90265486725664,0.56,0.33,1.92465753424658,0.089,5.30985915492958,2.93992932862191,0.9972,3.28,0.73,5.70769230769231,2
"422",2.5929203539823,0.84,0.03,1.86301369863014,0.059,4.92957746478873,2.3356890459364,0.9952,3.52,0.56,6.4,1
"423",3.46902654867257,0.96,0.2,1.67808219178082,0.047,2.77464788732394,2.71731448763251,0.9955,3.36,0.44,4.46153846153846,1
"424",5.69911504424779,0.24,0.47,1.73972602739726,0.066,1.63380281690141,1.57243816254417,0.9978,3.15,0.9,4.6,3
"425",3.46902654867257,0.96,0.2,1.67808219178082,0.047,2.77464788732394,2.71731448763251,0.9955,3.36,0.44,4.46153846153846,1
"426",2.5929203539823,0.84,0.03,1.86301369863014,0.059,4.92957746478873,2.3356890459364,0.9952,3.52,0.56,6.4,1
"427",2.43362831858407,0.67,0.08,1.73972602739726,0.045,3.28169014084507,2.3356890459364,0.9949,3.49,0.49,5.15384615384615,1
"428",4.90265486725664,0.78,0.22,1.61643835616438,0.077,1.63380281690141,1.82685512367491,0.9988,3.26,0.56,4.04615384615385,4
"429",4.58407079646018,0.52,0.33,1.24657534246575,0.07,2.01408450704225,1.76325088339223,0.9978,3.24,0.6,2.24615384615385,4
"430",7.53097345132743,0.84,0.63,1.92465753424658,0.088,2.52112676056338,1.92226148409894,0.9997,3.1,0.6,3.76923076923077,3
"431",5.69911504424779,0.24,0.47,1.73972602739726,0.066,1.63380281690141,1.57243816254417,0.9978,3.15,0.9,4.6,3
"432",3.54867256637168,0.55,0.35,1.8013698630137,0.074,3.53521126760563,2.90812720848057,0.9974,3.25,0.56,2.10769230769231,2
"433",6.8141592920354,0.37,0.69,1.86301369863014,0.078,2.3943661971831,1.57243816254417,0.9958,3,0.65,7.09230769230769,6
"434",7.13274336283186,0.39,0.63,1.86301369863014,0.091,1.63380281690141,1.38162544169611,1.0004,3.16,0.49,2.52307692307692,3
"435",5.61946902654867,0.41,0.55,2.41780821917808,0.076,3.66197183098592,2.52650176678445,0.9996,3.15,0.89,3.07692307692308,2
"436",7.13274336283186,0.39,0.63,1.86301369863014,0.091,1.63380281690141,1.38162544169611,1.0004,3.16,0.49,2.52307692307692,3
"437",3.70796460176991,0.67,0.3,1.67808219178082,0.06,5.69014084507042,2.78091872791519,0.9958,3.26,0.56,3.49230769230769,2
"438",6.17699115044248,0.45,0.73,2.41780821917808,0.066,1.63380281690141,1.50883392226148,0.9986,3.17,0.66,4.87692307692308,6
"439",5.61946902654867,0.41,0.55,2.41780821917808,0.076,3.66197183098592,2.52650176678445,0.9996,3.15,0.89,3.07692307692308,2
"440",2.91150442477876,0.62,0.18,1.36986301369863,0.062,1.76056338028169,2.39929328621908,0.9951,3.08,0.6,2.24615384615385,4
"441",7.3716814159292,0.31,0.72,1.8013698630137,0.072,1.63380281690141,1.73144876325088,0.9987,2.88,0.82,2.93846153846154,3
"442",6.8141592920354,0.4,0.65,1.77054794520548,0.068,1.76056338028169,1.6678445229682,0.9988,3.06,0.68,5.01538461538462,6
"443",9.76106194690265,0.685,0.76,2.72602739726027,0.1,1.63380281690141,2.17667844522968,1.0032,2.95,0.68,4.87692307692308,6
"444",5.30088495575221,0.44,0.49,2.10958904109589,0.077,2.26760563380282,1.41342756183746,0.9963,3.23,0.63,5.43076923076923,6
"445",1.55752212389381,0.57,0.01,1.49315068493151,0.054,1.50704225352113,1.6678445229682,0.9934,3.57,0.84,6.67692307692308,5
"446",4.90265486725664,0.735,0.1,1.73972602739726,0.079,1.63380281690141,1.79505300353357,0.9986,3.23,0.56,3.35384615384615,4
"447",7.29203539823009,0.38,0.6,2.04794520547945,0.081,4.80281690140845,3.09893992932862,0.9996,3.1,0.73,3.90769230769231,2
"448",4.74336283185841,0.48,0.29,1.73972602739726,0.127,1.63380281690141,1.31802120141343,0.9968,3.22,0.72,4.87692307692308,5
"449",4.1858407079646,0.53,0.22,1.67808219178082,0.1,1.76056338028169,1.6678445229682,0.9967,3.2,0.56,3.49230769230769,4
"450",6.8141592920354,0.39,0.69,2.17123287671233,0.095,3.02816901408451,1.92226148409894,0.9994,3.1,0.61,4.32307692307692,6
"451",6.8141592920354,0.39,0.69,2.17123287671233,0.095,3.02816901408451,1.92226148409894,0.9994,3.1,0.61,4.32307692307692,6
"452",4.02654867256637,0.37,0.53,1.55479452054795,0.413,2.01408450704225,1.63604240282686,0.9979,3.06,1.06,1.96923076923077,4
"453",2.75221238938053,0.56,0.03,1.49315068493151,0.084,3.15492957746479,1.92226148409894,0.9968,3.44,0.63,3.21538461538462,1
"454",5.61946902654867,0.33,0.63,2.17123287671233,0.084,1.50704225352113,1.50883392226148,0.9998,3.26,0.74,4.87692307692308,6
"455",2.91150442477876,0.23,0.4,1.43150684931507,0.063,3.53521126760563,2.93992932862191,0.9952,3.5,0.63,4.73846153846154,2
"456",6.33628318584071,0.62,0.67,3.65068493150685,0.086,1.63380281690141,1.41342756183746,0.9988,3.22,0.69,7.92307692307692,6
"457",4.42477876106195,0.59,0.39,1.86301369863014,0.095,1.50704225352113,1.50883392226148,0.9986,3.37,0.58,3.63076923076923,4
"458",4.66371681415929,0.63,0.21,2.10958904109589,0.097,4.54929577464789,2.87632508833922,0.9988,3.28,0.58,2.66153846153846,2
"459",5.61946902654867,0.33,0.63,2.17123287671233,0.084,1.50704225352113,1.50883392226148,0.9998,3.26,0.74,4.87692307692308,6
"460",6.57522123893805,0.58,0.66,1.8013698630137,0.074,2.14084507042254,2.30388692579505,1.0008,3.25,0.57,1.83076923076923,3
"461",4.66371681415929,0.43,0.52,1.86301369863014,0.083,2.64788732394366,1.54063604240283,0.9976,3.35,0.61,5.01538461538462,5
"462",3.94690265486726,0.615,0.22,2.04794520547945,0.087,1.63380281690141,1.41342756183746,0.9982,3.26,0.61,2.24615384615385,4
"463",6.09734513274336,0.26,0.68,2.01712328767123,0.085,2.14084507042254,1.60424028268551,0.997,3.18,0.61,5.70769230769231,6
"464",3.78761061946903,0.66,0.7,1.8013698630137,0.098,4.04225352112676,4.91166077738516,0.9972,3.08,0.53,1.83076923076923,2
"465",6.49557522123894,0.315,0.54,1.73972602739726,0.084,1.50704225352113,1.28621908127208,0.9987,2.98,0.7,2.10769230769231,3
"466",5.30088495575221,0.29,0.4,2.23287671232877,0.098,2.14084507042254,1.63604240282686,1.0006,3.48,0.91,2.8,3
"467",5.53982300884956,0.5,0.42,1.67808219178082,0.069,3.53521126760563,2.43109540636042,0.9982,3.16,0.72,5.29230769230769,6
"468",4.34513274336283,0.46,0.45,2.04794520547945,0.065,1.76056338028169,1.38162544169611,0.9947,3.32,0.79,8.75384615384615,5
"469",6.41592920353982,0.36,0.69,1.73972602739726,0.09,1.63380281690141,1.47703180212014,1,3.17,0.62,2.10769230769231,3
"470",4.26548672566372,0.82,0.02,1.18493150684932,0.07,5.43661971830986,2.3356890459364,0.9952,3.2,0.58,2.93846153846154,2
"471",7.69026548672566,0.32,0.65,2.04794520547945,0.093,2.77464788732394,2.30388692579505,0.9996,3.05,0.61,4.04615384615385,6
"472",4.98230088495575,0.54,0.42,1.92465753424658,0.081,4.04225352112676,2.46289752650177,0.997,3.2,0.71,5.15384615384615,2
"473",7.29203539823009,0.37,0.55,2.04794520547945,0.083,4.04225352112676,2.97173144876325,0.9995,3.15,0.82,3.76923076923077,2
"474",5.2212389380531,0.35,0.55,1.73972602739726,0.062,1.50704225352113,1.25441696113074,0.9971,3.26,0.79,4.04615384615385,3
"475",5.69911504424779,0.28,0.51,1.49315068493151,0.08,2.14084507042254,1.57243816254417,0.9982,3.2,0.89,2.38461538461538,3
"476",4.98230088495575,0.68,0.24,1.8013698630137,0.087,1.50704225352113,1.69964664310954,0.9988,3.14,0.6,3.49230769230769,4
"477",4.74336283185841,0.27,0.41,1.67808219178082,0.091,1.63380281690141,1.31802120141343,0.998,3.28,0.7,2.8,3
"478",5.61946902654867,0.24,0.49,1.55479452054795,0.075,1.63380281690141,1.4452296819788,0.9977,3.18,1.06,4.6,3
"479",4.98230088495575,0.68,0.24,1.8013698630137,0.087,1.50704225352113,1.69964664310954,0.9988,3.14,0.6,3.49230769230769,4
"480",4.82300884955752,0.685,0.11,2.10958904109589,0.077,1.63380281690141,1.79505300353357,0.9984,3.19,0.7,3.35384615384615,4
"481",5.7787610619469,0.28,0.39,10,0.069,1.63380281690141,1.54063604240283,1.0026,3.12,0.66,2.10769230769231,3
"482",4.82300884955752,0.3,0.56,2.17123287671233,0.08,1.63380281690141,1.34982332155477,0.9964,3.15,0.92,5.56923076923077,5
"483",5.7787610619469,0.36,0.59,1.8013698630137,0.152,1.63380281690141,1.38162544169611,0.9986,3.04,1.05,2.38461538461538,3
"484",5.7787610619469,0.36,0.6,1.8013698630137,0.152,1.76056338028169,1.38162544169611,0.9986,3.04,1.06,2.38461538461538,3
"485",5.7787610619469,0.44,0.68,2.97260273972603,0.114,1.63380281690141,1.57243816254417,0.997,3.06,0.66,7.92307692307692,6
"486",5.46017699115044,0.67,0.39,1.61643835616438,0.054,1.63380281690141,1.34982332155477,0.9976,3.17,0.47,3.21538461538462,3
"487",5.46017699115044,0.67,0.39,1.61643835616438,0.054,1.63380281690141,1.34982332155477,0.9976,3.17,0.47,3.21538461538462,3
"488",5.46017699115044,0.645,0.36,1.55479452054795,0.053,1.50704225352113,1.25441696113074,0.9982,3.17,0.42,3.21538461538462,3
"489",6.57522123893805,0.32,0.55,2.17123287671233,0.081,5.30985915492958,2.93992932862191,1.0002,3.32,0.92,4.32307692307692,2
"490",4.74336283185841,0.39,0.4,2.04794520547945,0.073,2.14084507042254,1.63604240282686,0.9984,3.34,0.75,3.49230769230769,4
"491",4.74336283185841,0.775,0.27,2.17123287671233,0.078,3.91549295774648,2.59010600706714,0.9984,3.31,0.67,4.04615384615385,2
"492",4.66371681415929,0.41,0.5,1.98630136986301,0.055,2.3943661971831,1.60424028268551,0.9952,3.34,0.79,7.78461538461539,5
"493",4.42477876106195,0.4,0.51,2.04794520547945,0.052,2.52112676056338,1.6678445229682,0.995,3.32,0.9,7.92307692307692,5
"494",4.26548672566372,0.69,0.31,2.29452054794521,0.086,3.7887323943662,3.38515901060071,1.0002,3.48,0.74,5.43076923076923,2
"495",2.51327433628319,0.39,0.23,5.56164383561644,0.051,4.42253521126761,3.70318021201413,0.9952,3.44,0.55,6.12307692307692,2
"496",5.85840707964602,0.35,0.53,2.04794520547945,0.07,1.50704225352113,1.31802120141343,0.9972,3.15,0.65,4.6,6
"497",3.54867256637168,0.52,0.25,1.61643835616438,0.081,2.64788732394366,2.01766784452297,0.9984,3.43,0.65,1.83076923076923,4
"498",3.07079646017699,0.34,0.32,1.98630136986301,0.09,6.32394366197183,4.40282685512368,0.9966,3.32,0.79,4.73846153846154,2
"499",5.85840707964602,0.35,0.53,2.04794520547945,0.07,1.50704225352113,1.31802120141343,0.9972,3.15,0.65,4.6,6
"500",4.26548672566372,0.69,0.31,2.29452054794521,0.086,3.7887323943662,3.38515901060071,1.0002,3.48,0.74,5.43076923076923,2
"501",3.54867256637168,0.52,0.25,1.61643835616438,0.081,2.64788732394366,2.01766784452297,0.9984,3.43,0.65,1.83076923076923,4
"502",5.61946902654867,0.44,0.73,4.48287671232877,0.074,5.69014084507042,3.22614840989399,0.999,3.17,0.85,5.98461538461538,6
"503",5.61946902654867,0.44,0.73,4.48287671232877,0.074,5.69014084507042,3.22614840989399,0.999,3.17,0.85,5.98461538461538,6
"504",5.69911504424779,0.26,0.47,1.61643835616438,0.078,1.63380281690141,1.57243816254417,0.9976,3.18,1.04,4.46153846153846,3
"505",5.69911504424779,0.24,0.42,1.55479452054795,0.077,1.63380281690141,1.50883392226148,0.9976,3.21,1.05,4.32307692307692,3
"506",5.46017699115044,0.49,0.63,2.23287671232877,0.072,2.14084507042254,1.63604240282686,0.9968,3.16,0.78,6.67692307692308,6
"507",5.61946902654867,0.24,0.46,1.55479452054795,0.075,1.63380281690141,1.47703180212014,0.9976,3.25,1.02,4.32307692307692,3
"508",6.25663716814159,0.67,0.55,1.86301369863014,0.084,1.63380281690141,1.2226148409894,1,3.17,0.71,2.52307692307692,3
"509",5.30088495575221,0.59,0.31,1.8013698630137,0.09,4.16901408450704,2.78091872791519,0.9994,3.18,0.63,3.49230769230769,2
"510",7.92920353982301,0.29,0.75,2.17123287671233,0.084,3.7887323943662,2.17667844522968,0.9986,3.04,0.68,5.15384615384615,6
"511",7.21238938053097,0.42,0.49,3.28082191780822,0.073,3.28169014084507,2.17667844522968,0.9978,3.02,0.61,2.52307692307692,3
"512",5.30088495575221,0.59,0.31,1.8013698630137,0.09,4.16901408450704,2.78091872791519,0.9994,3.18,0.63,3.49230769230769,2
"513",5.85840707964602,0.4,0.48,1.73972602739726,0.125,2.77464788732394,2.36749116607774,0.998,3.03,0.81,2.8,3
"514",5.69911504424779,0.51,0.64,1.92465753424658,0.107,1.63380281690141,1.28621908127208,0.9973,3.09,0.66,5.70769230769231,6
"515",5.69911504424779,0.51,0.64,1.92465753424658,0.107,1.63380281690141,1.28621908127208,0.9973,3.09,0.66,5.70769230769231,6
"516",4.10619469026549,0.655,0.49,4.20547945205479,0.122,5.1830985915493,5.6113074204947,1.001,3.31,1.14,2.24615384615385,2
"517",7.29203539823009,0.6,0.49,3.0958904109589,0.1,1.50704225352113,1.25441696113074,1.001,3.25,0.74,5.84615384615385,6
"518",5.61946902654867,0.61,0.49,1.73972602739726,0.2,1.50704225352113,1.31802120141343,0.9994,3.16,0.63,1,3
"519",6.01769911504425,0.21,0.49,2.17123287671233,0.088,2.26760563380282,1.82685512367491,0.9972,3.22,0.68,5.56923076923077,6
"520",3.15044247787611,0.365,0.49,1.98630136986301,0.088,5.8169014084507,4.18021201413428,0.9966,3.36,0.78,4.6,2
"521",5.14159292035398,0.25,0.49,2.10958904109589,0.088,2.77464788732394,1.85865724381625,0.9982,3.42,0.9,3.21538461538462,3
"522",3.38938053097345,0.41,0.49,1.67808219178082,0.088,2.90140845070423,2.17667844522968,0.998,3.48,0.64,1.96923076923077,2
"523",3.86725663716814,0.39,0.49,1.86301369863014,0.099,6.83098591549296,5.03886925795053,0.9979,3.38,0.99,2.93846153846154,2
"524",4.74336283185841,0.4,0.49,1.98630136986301,0.085,5.69014084507042,5.32508833922261,0.9978,3.22,0.55,2.38461538461538,2
"525",4.66371681415929,0.43,0.49,1.92465753424658,0.086,3.7887323943662,4.4982332155477,0.9976,3.23,0.64,2.52307692307692,2
"526",5.61946902654867,0.64,0.24,2.17123287671233,0.105,4.54929577464789,2.49469964664311,0.9998,3.24,0.67,3.07692307692308,2
"527",3.15044247787611,0.365,0.49,1.98630136986301,0.088,5.8169014084507,4.18021201413428,0.9966,3.36,0.78,4.6,2
"528",2.91150442477876,0.38,0.49,1.98630136986301,0.097,5.05633802816901,3.51236749116608,0.9962,3.39,0.77,5.15384615384615,2
"529",3.86725663716814,0.42,0.49,2.04794520547945,0.084,4.92957746478873,2.5583038869258,0.9988,3.34,0.75,1.41538461538461,2
"530",5.2212389380531,0.63,0.24,1.92465753424658,0.077,1.63380281690141,1.85865724381625,0.9974,3.09,0.57,2.38461538461538,4
"531",4.58407079646018,0.22,0.24,1.73972602739726,0.078,1,1.69964664310954,0.999,3.41,0.87,3.63076923076923,4
"532",6.8141592920354,0.38,0.49,2.10958904109589,0.098,2.3943661971831,2.14487632508834,1.0004,3.16,0.61,3.63076923076923,3
"533",6.8141592920354,0.38,0.49,2.10958904109589,0.098,2.3943661971831,2.14487632508834,1.0004,3.16,0.61,3.63076923076923,3
"534",5.53982300884956,0.27,0.24,1.73972602739726,0.072,2.77464788732394,1.85865724381625,0.9956,3.22,0.66,7.09230769230769,5
"535",5.30088495575221,0.48,0.24,2.10958904109589,0.102,2.52112676056338,1.82685512367491,1,3.28,0.56,3.21538461538462,4
"536",4.58407079646018,0.22,0.24,1.73972602739726,0.078,1,1.69964664310954,0.999,3.41,0.87,3.63076923076923,4
"537",5.2212389380531,0.63,0.24,1.92465753424658,0.077,1.63380281690141,1.85865724381625,0.9974,3.09,0.57,2.38461538461538,4
"538",3.78761061946903,0.825,0.24,1.73972602739726,0.084,1.50704225352113,1.2226148409894,0.9972,3.37,0.77,4.18461538461538,5
"539",7.61061946902655,0.35,0.49,4.02054794520548,0.066,1.50704225352113,1.92226148409894,1.0014,3.2,0.66,5.98461538461538,6
"540",6.25663716814159,0.5,0.74,3.61986301369863,0.1,1.50704225352113,1.34982332155477,0.9996,3.22,0.62,4.87692307692308,6
"541",4.66371681415929,0.59,0.24,2.47945205479452,0.101,3.40845070422535,2.30388692579505,0.9988,3.26,0.67,2.66153846153846,4
"542",4.90265486725664,0.46,0.49,4.32876712328767,0.064,1.50704225352113,1.34982332155477,0.9988,3.21,0.73,4.6,6
"543",4.74336283185841,0.715,0.24,1.73972602739726,0.07,1.50704225352113,1.4452296819788,0.9966,3.12,0.59,3.07692307692308,4
"544",6.25663716814159,0.66,0.24,1.98630136986301,0.085,2.90140845070423,2.49469964664311,0.9993,3.06,0.72,4.6,6
"545",8.72566371681416,0.31,0.74,1.55479452054795,0.075,1.63380281690141,1.28621908127208,1.0008,2.86,0.79,1,3
"546",4.58407079646018,0.47,0.49,2.04794520547945,0.094,5.69014084507042,4.18021201413428,0.9982,3.08,0.59,1.96923076923077,2
"547",3.30973451327434,0.55,0.24,1.67808219178082,0.078,2.14084507042254,1.69964664310954,0.9983,3.45,0.78,2.52307692307692,1
"548",5.7787610619469,0.31,0.49,1.98630136986301,0.067,1.63380281690141,1.47703180212014,0.9987,3.26,0.86,4.18461538461538,3
"549",7.21238938053097,0.35,0.49,2.04794520547945,0.079,4.29577464788732,3.00353356890459,0.9994,3.12,0.75,3.76923076923077,2
"550",4.50442477876106,0.53,0.49,1.61643835616438,0.171,1.63380281690141,1.60424028268551,0.9975,3.27,0.61,2.38461538461538,4
"551",2.75221238938053,0.51,0.01,1.73972602739726,0.074,2.01408450704225,1.60424028268551,0.9958,3.33,0.56,2.52307692307692,1
"552",4.82300884955752,0.43,0.24,2.17123287671233,0.092,2.64788732394366,2.24028268551237,0.998,3.19,0.73,3.21538461538462,4
"553",4.90265486725664,0.46,0.24,2.10958904109589,0.092,2.64788732394366,2.20848056537102,0.998,3.12,0.74,3.21538461538462,4
"554",1.31858407079646,1.04,0.24,1.43150684931507,0.05,4.92957746478873,3.86219081272085,0.9934,3.74,0.62,5.29230769230769,2
"555",9.68141592920354,0.645,0.49,3.03424657534247,0.095,2.14084507042254,1.54063604240283,1.00315,2.92,0.74,4.73846153846154,6
"556",9.68141592920354,0.645,0.49,3.03424657534247,0.095,2.14084507042254,1.54063604240283,1.00315,2.92,0.74,4.73846153846154,6
"557",6.01769911504425,0.53,0.49,3.28082191780822,0.118,2.14084507042254,1.34982332155477,1.0002,3.07,0.56,5.56923076923077,6
"558",9.76106194690265,0.645,0.49,3.03424657534247,0.095,2.14084507042254,1.54063604240283,1.00315,2.92,0.74,4.73846153846154,6
"559",6.01769911504425,0.53,0.49,3.28082191780822,0.118,2.14084507042254,1.34982332155477,1.0002,3.07,0.56,5.56923076923077,6
"560",7.69026548672566,0.47,0.49,3.0958904109589,0.085,1.63380281690141,2.30388692579505,1.0021,3.3,0.68,6.95384615384615,6
"561",7.45132743362832,0.6,0.49,2.17123287671233,0.075,1.50704225352113,1.41342756183746,0.9994,3.14,0.57,5.15384615384615,6
"562",4.50442477876106,0.44,0.49,1.92465753424658,0.078,4.16901408450704,4.65724381625442,0.9978,3.23,0.58,2.10769230769231,2
"563",4.50442477876106,0.54,0.49,2.23287671232877,0.094,6.07042253521127,4.30742049469965,0.9982,3.08,0.61,2.10769230769231,2
"564",3.38938053097345,0.29,0.49,2.10958904109589,0.092,4.04225352112676,2.71731448763251,0.9971,3.31,0.61,3.35384615384615,2
"565",7.69026548672566,0.47,0.49,3.0958904109589,0.085,1.63380281690141,2.30388692579505,1.0021,3.3,0.68,6.95384615384615,6
"566",7.45132743362832,0.6,0.49,2.17123287671233,0.075,1.50704225352113,1.41342756183746,0.9994,3.14,0.57,5.15384615384615,6
