,FA1,FA2,FA3,FA4,FA5
2639,416.663303,642.2924455,537.721436,472.1400838,636.934967
2640,623.4993505,343.6692048,496.371714,389.6525535,690.0679457
2641,494.7812124,614.6891152,519.8864231,526.409942,484.6142119
2642,603.1067586,484.2710206,572.2500578,542.413971,537.3251821
2643,545.086615,587.4226832,587.8235713,550.2842444,514.2877315
2644,325.6705435,319.9600353,640.7943254,419.8133954,500.6685378
2645,543.2485911,545.0192795,597.1602379,657.1591807,475.6604484
2646,429.4866757,647.3466585,536.650016,431.478784,532.3878938
2647,621.9315395,399.1352783,521.8813902,547.2686511,531.1539243
2648,577.6201601,543.3609157,560.1794235,456.8030144,452.5326803
2649,610.5585826,385.4380162,514.8915301,450.944699,646.0111712
2650,521.0736327,608.2484328,604.2524864,474.6034452,573.4104018
2651,583.1497959,562.025358,569.969938,488.4825765,555.5606098
2652,659.4479624,365.0947681,495.8425389,404.5768431,553.1860602
2653,593.1135594,446.3155509,594.7868785,586.1013728,476.7344672
2654,627.7256167,354.2978945,473.6916675,295.8324953,591.5439129
2655,517.8839582,613.2047777,609.4567127,450.136723,511.3221444
2656,598.5661651,492.5315271,561.9002656,562.6641002,499.0164079
2657,465.0314078,627.7543962,550.5526976,748.4191066,572.0220127
2658,601.3369272,449.6865063,559.7069723,548.9139517,405.8415655
2659,575.910843,584.3462881,556.5036145,496.6518012,380.9516084
2660,637.2372854,388.2185279,512.323778,549.8090893,532.3666372
2661,620.9623609,414.114425,495.8107625,296.0391995,581.5848039
2662,578.8531639,495.47092,499.7695997,695.2017879,383.2443324
2663,575.3768714,529.6302817,579.0368117,530.2463592,494.7202649
2664,612.232661,412.8545382,575.0072417,587.079157,544.3760372
2665,392.5676009,645.6565643,579.1827182,406.3260361,729.4586296
2666,568.8827381,583.1593352,561.2097857,500.2619999,383.0452102
2667,559.7407802,521.4491363,569.3554405,649.9984021,486.9615392
2668,424.5238194,631.8033009,463.5525994,375.0377177,533.6169725
2669,296.5791386,333.3865597,647.6413255,556.0064035,494.1900311
2670,506.0105494,634.3857886,552.6992191,332.9648113,500.4700495
2671,608.2318798,363.1254219,521.4567425,369.9315948,744.2274108
2672,445.2777976,626.0183873,511.9185336,578.3592589,600.557108
2673,603.2597059,467.6444408,548.4779418,611.460808,357.1288507
2674,531.1927773,588.384195,570.760553,658.8300281,339.982078
2675,291.7392409,335.5098442,646.2679658,460.6042253,456.1400572
2676,616.8712284,377.9605782,543.1437321,462.5338085,677.6792146
2677,529.9430929,579.5156047,577.4473358,668.6333688,544.9152466
2678,600.4643137,386.1438817,453.7061002,304.7036008,610.4794297
2679,598.5721663,377.4168847,467.9127319,399.1753005,664.4072324
2680,638.7683602,343.5387717,471.9995867,396.7288612,680.6545738
2681,663.61773,392.5761653,573.7219621,410.6956335,552.6562663
2682,465.6606382,624.8518772,564.3772275,419.7326496,562.839306
2683,580.9236895,412.6666253,534.8667477,556.9426612,749.660347
2684,618.5023509,396.4903461,489.4606323,370.0411176,563.2072978
2685,607.4603986,376.788968,494.1797675,618.1237023,578.665038
2686,535.3337408,600.7087075,607.9419466,488.4512955,531.7629973
2687,519.3541514,635.4202579,590.0723847,346.4842777,382.4384159
2688,585.6932616,403.2969108,519.1294893,731.5362924,542.9629729
2689,468.5983566,597.8682505,602.6969739,672.5965161,712.2992549
2690,618.4175941,442.5019552,586.4179376,634.1799197,564.5973276
2691,291.3147453,331.8834014,714.2265036,424.9176843,485.4818711
2692,495.318265,635.2566139,605.5362866,447.5068771,414.7514191
2693,485.6186632,628.2306369,510.4735703,414.8176676,494.5133446
2694,616.8142271,399.8107456,426.1884083,267.2412151,596.830142
2695,593.9673997,470.6883941,516.7366302,500.9928229,552.1388354
2696,631.5712513,389.76625,492.6598548,542.575618,537.120134
2697,624.909025,384.9653257,476.8321186,583.4362601,481.1487557
2698,599.8090514,405.0687666,535.986724,626.297773,571.6872939
2699,561.1291455,584.0826338,649.7805473,608.2710396,349.9345277
2700,546.7725601,593.975352,598.4138474,481.4398568,575.2493131
2701,638.3613103,443.7063851,572.6079247,536.0658138,437.9169878
2702,601.4851274,530.189771,608.2003859,537.0469495,518.4523928
2703,418.0514494,643.6670252,524.00293,590.4766884,656.2458137
2704,613.5058699,375.6156559,491.0733935,300.9797025,575.9787992
2705,585.8979912,573.9123917,627.0814127,547.1942214,448.9478209
2706,611.8675936,381.5092329,525.529593,348.5718306,637.2866705
2707,503.79175,604.6384445,657.0580783,617.1606181,631.0728562
2708,567.0834564,480.1553268,560.6345317,583.4454506,669.7231355
2709,429.3301549,636.6760313,605.377537,562.1646285,697.3194945
2710,574.9094502,441.5635321,541.3159217,624.2620182,617.3288036
2711,605.3003842,390.2954751,489.1766026,320.2499019,578.2133238
2712,570.5345419,554.8121171,601.4187202,568.7579692,467.5302093
2713,283.0279554,341.1114301,678.7503365,441.6838026,471.5056254
2714,479.4662344,619.2865847,541.2295323,542.7731884,632.7406768
2715,544.1382174,593.069839,588.5312052,479.355634,616.0858183
2716,282.5344297,331.8179548,720.9496163,547.5816548,521.7677042
2717,289.0090448,331.153888,754.8363044,587.995747,532.1593482
2718,605.1733568,433.472188,558.6954272,533.2598603,450.2775789
2719,288.3608438,334.1141121,674.2216841,529.7416456,456.4819287
2720,597.4744899,456.952885,587.4521224,697.384838,381.4013767
2721,591.2387059,382.4988678,481.4727157,516.7281238,708.1744069
2722,300.2071899,320.1915753,658.7046799,511.0029553,496.720529
2723,435.6211071,639.9315096,512.482809,417.2783097,574.1536782
2724,509.0244476,611.5342528,560.8180527,440.0290364,563.0157846
2725,599.0612751,362.2650386,451.2299974,456.6271481,694.3147821
2726,426.7632722,646.4703863,513.5561755,419.3899932,609.4148804
2727,540.0573855,544.4774183,566.9452775,624.900659,749.4085445
2728,514.6118189,566.966036,530.3459109,589.5206127,744.5332804
2729,572.5315102,398.8238667,495.0458786,705.8534936,597.8283787
2730,448.7227695,628.4495236,565.9898244,452.8303791,597.2783164
2731,271.3252695,330.5066789,689.1043694,563.0843348,547.8064843
2732,490.3843028,624.3370141,526.5121536,325.5948311,513.5659101
2733,591.3552202,446.0685115,535.1555964,635.8911585,470.429225
2734,627.6719306,380.0487333,554.6940049,316.1604879,553.4746021
2735,614.1281618,378.8136842,567.1511838,582.7808318,754.788183
2736,562.9290375,559.242381,538.6640243,613.0074522,475.5395725
2737,621.8320058,412.5209842,521.1420763,493.3838117,535.7574694
2738,621.3980151,453.1326877,587.5846265,499.6486606,511.8925888
2739,395.7955623,642.2547661,520.7401215,485.9064153,676.6822572
2740,606.8594779,521.290029,548.0137291,565.8685701,457.740505
2741,622.4788814,352.8560594,466.8695526,393.3732987,688.3295373
2742,542.4017072,578.7617313,596.9012692,675.1089278,688.6295565
2743,582.4879672,478.1586714,641.8944699,615.1240754,493.7887528
2744,430.4169854,646.6102029,537.664759,453.2871047,591.2009632
2745,587.8989596,509.601953,625.4203598,519.1277782,527.4528956
2746,613.7072108,441.9022587,537.0567694,606.2551788,441.1159813
2747,281.1199354,344.122209,658.3878153,570.24014,495.1999031
2748,449.4223419,619.9165653,578.8009013,604.0259794,661.625315
2749,457.1900654,638.6140557,538.8157747,421.494935,600.4028732
2750,584.828516,464.5919248,578.1818463,595.9772486,529.5752319
2751,500.7780082,620.1468958,597.8273161,346.6052739,363.1685673
2752,603.8263477,413.9182204,548.2802346,596.2434485,664.1439215
2753,627.5226594,409.2317709,550.0017761,554.6390417,394.813218
2754,529.7817859,610.9465738,628.4522929,471.06741,440.330081
2755,584.4643337,470.554823,553.7209985,584.7157901,623.598327
2756,605.0349164,420.2251383,498.6918533,616.4413541,632.5091919
2757,625.631241,387.5870512,507.5446288,624.6537487,579.3322747
2758,466.6054652,647.7955324,592.9072896,461.7042765,537.1834306
2759,434.2339734,665.5692207,557.6686324,383.9580984,442.2920999
2760,612.0603204,402.1721937,523.5280556,408.278484,664.8964386
2761,264.5512789,332.0349831,667.4363517,526.7498663,562.4807892
2762,475.0611882,623.2402234,563.0568534,622.7411391,569.4016097
2763,622.9067024,451.3254558,557.0453639,655.2834409,490.8030019
2764,578.9310904,460.1829021,589.9117678,767.6261674,449.6433108
2765,642.0260444,356.5297147,532.5336698,412.3810442,651.5710047
2766,527.7393895,559.771696,583.3048326,527.6973983,694.7962917
2767,630.340292,515.3709936,586.032448,361.4023894,365.5602184
2768,506.3634626,598.2103825,545.0191915,417.1725773,516.9449234
2769,572.1658628,575.4624035,604.3708825,394.6400998,578.7645874
2770,567.3315184,542.126101,568.8784742,543.5933847,601.205354
2771,607.6656776,513.1159576,568.1157613,578.3850436,459.7542434
2772,503.5562555,569.760276,548.7728969,579.9350683,725.6770633
2773,601.6703433,441.054643,535.4642247,601.1234109,558.1331152
2774,627.8140183,404.8830077,506.112157,649.9805641,369.764866
2775,638.8811815,409.3053818,526.8929534,169.2198826,530.8398561
2776,586.4799609,558.1909266,580.3187364,597.0603424,447.4362367
2777,617.8356828,347.5351316,523.2820103,560.2149821,758.4892809
2778,635.6648983,357.6321574,510.693709,431.8189946,648.7267464
2779,643.5314777,430.0335063,556.9450172,406.8889687,540.9659948
2780,553.6796588,548.6203862,563.3426472,583.7105032,449.3305251
2781,607.3485073,471.0629343,607.2784207,481.2286823,497.5676473
2782,553.6104811,568.83363,576.9850457,492.7879666,650.1100764
2783,397.0774076,668.9689453,479.4804938,375.400631,633.8737303
2784,595.1508634,580.2125157,629.1767825,511.9078137,383.2623771
2785,587.1759951,569.3739811,606.6348301,469.1052144,306.084324
2786,637.6871236,381.0002693,489.4486634,230.8206085,607.4692883
2787,308.3888711,311.2050143,740.3696144,530.2743729,509.792912
2788,500.6483012,577.588023,577.8203617,577.0134755,634.1581996
2789,421.3963966,649.8377645,487.6065752,341.0134504,555.7512704
2790,621.8780404,381.2642468,535.634974,552.2682786,587.7664506
2791,422.9235944,654.470046,513.4884283,404.6707049,615.2597222
2792,577.7837515,484.4437805,586.8681583,710.5030538,434.8598455
2793,448.5946947,648.5002336,566.0563198,415.0985439,535.4255109
2794,455.3356447,644.0367961,525.4268954,443.7501312,548.0075919
2795,571.628141,543.3677567,581.8574105,544.5976963,503.0156743
2796,522.5653716,595.8219766,546.6294424,520.4923026,574.5888786
2797,533.7177347,567.988073,569.3007886,496.2579076,574.7350875
2798,592.6616355,457.0014014,560.2343867,641.0170683,448.347901
2799,567.036699,586.2539427,576.4898274,501.2570142,429.944799
2800,635.1631612,369.5886181,563.7920135,591.6260832,640.6388047
2801,662.8907964,384.491124,508.6456695,356.3383341,503.2893438
2802,498.5033943,620.2774754,552.4567064,356.0126255,424.4672496
2803,608.2789239,437.4033593,527.3973548,437.9159419,623.4477679
2804,489.7991702,619.1034863,563.3675042,414.3038657,586.2149754
2805,541.9221799,597.6418597,622.1791078,477.3062213,508.2743032
2806,384.1365506,668.5403052,496.632561,512.3039616,667.6994763
2807,621.6030429,417.6188658,591.0522913,564.3172081,692.2132557
2808,638.6324043,472.1216548,603.3544424,568.0775556,308.6688022
2809,651.754558,367.1009088,540.3108279,442.9058276,527.7334967
2810,300.9605647,307.8711747,681.972746,494.7292597,436.7119413
2811,631.7260186,389.9802594,540.7381368,464.1041853,632.9671286
2812,586.1180355,568.2315014,635.7216528,500.6412233,500.0941728
2813,461.0935641,619.6046788,532.5366525,638.3881496,608.5736249
2814,591.4697245,447.4719308,564.1455777,447.1886362,625.5833916
2815,535.75188,580.8195307,620.5700902,687.0559419,578.0167133
2816,643.2724129,401.9731587,558.5009693,518.5635456,461.7712333
2817,442.2286775,652.9210348,528.0443893,386.1149483,522.4933378
2818,570.2928733,559.1331144,594.4321302,461.7361392,543.4758045
2819,560.6406081,531.0851022,628.1866703,481.58136,664.047993
2820,636.5775736,371.4843713,532.2028862,659.0312966,412.3866851
2821,271.119541,329.5541014,694.1470797,477.1123175,535.8061263
2822,580.4698954,601.6545292,531.6837254,440.9644002,447.5601911
2823,517.9378907,597.1019773,546.9418432,620.1360198,533.8748981
2824,531.8394116,593.4754315,651.2613331,612.7946277,514.0915311
2825,599.4223276,413.4774866,542.6818705,571.0256887,693.4537612
2826,511.7879425,578.1256414,627.8975292,704.5857408,646.7926845
2827,562.153956,598.6153041,623.3212812,586.6548637,325.630175
2828,646.2944101,371.0643611,520.8737094,536.3734771,417.3017789
2829,605.1876947,438.7135951,530.1202782,509.1856474,544.6309262
2830,628.3523475,399.0570299,537.8860395,309.2302356,581.1696577
2831,591.1985299,536.0744426,580.1296083,515.2118746,371.0649864
2832,623.460064,356.0138551,523.2549187,599.8900105,623.3752245
2833,523.7203445,611.0374473,567.3073232,446.2484598,565.5182388
2834,642.8255304,387.31439,514.073497,395.3295488,575.5534586
2835,617.4728191,390.6568123,543.1345701,325.8698257,690.6069559
2836,557.0611297,590.1931229,633.1848188,441.110696,575.5143222
2837,658.4541987,377.1125881,536.9367267,523.7780057,462.5945798
2838,549.0869982,591.7719583,585.585225,532.0456024,593.2471438
2839,618.4392194,510.9231738,628.9867213,597.9197958,438.9234527
2840,541.4360472,585.0275561,580.9062269,567.1702329,520.2289057
2841,631.993016,365.2863331,533.3475894,380.0260378,695.118841
2842,627.5027484,406.0122053,541.7535973,311.4393788,569.7640192
2843,526.157377,582.886736,562.1866813,476.1885977,580.0238125
2844,444.9807735,651.8351724,523.1105495,418.9630203,526.1836169
2845,607.5545187,374.2715588,520.1839275,605.1390476,607.2861754
2846,523.7554692,585.1897349,542.7224407,543.3069188,566.9035615
2847,575.0176192,501.6581621,571.7802557,634.9240894,597.8390153
2848,639.9908677,405.6078319,501.8812189,283.5480124,516.6611352
2849,561.7848587,570.2471989,606.2669669,457.0070194,481.6799519
2850,365.9819246,667.5364394,520.3872486,498.0491078,614.7098549
2851,306.0910007,337.3556435,680.0854285,443.1005931,546.4343621
2852,651.7318921,382.3843611,539.9959361,581.4437198,494.8097942
2853,551.3088689,595.0119732,585.6086269,466.1194492,488.3077701
2854,621.3175737,412.2106034,533.8524088,551.5574263,514.7905434
2855,633.6306101,500.7602537,586.8615624,451.3732947,430.6916599
2856,578.2819304,563.4971515,629.8751787,582.6684907,598.11672
2857,548.409058,558.1550858,579.6048741,518.4207717,650.378494
2858,586.6237357,411.3047231,556.0132973,529.0854999,816.3035398
2859,516.4823392,615.9471302,603.0076747,597.3114333,559.2493776
2860,623.2396052,395.6949203,532.9840453,590.2515097,537.8892817
2861,610.6739708,419.6617161,597.651752,593.3247778,559.3813749
2862,375.0819819,663.4131996,560.4730835,426.4945638,601.5525228
2863,607.9171288,444.0172407,487.4316889,419.6215737,629.5075947
2864,582.7402875,455.749885,625.8968964,675.1198068,618.1502819
2865,609.9950601,380.495557,488.0724671,403.1431024,612.7351415
2866,600.5856375,468.3544558,609.5752794,499.6449255,552.2912295
2867,458.6034459,628.170202,559.997227,474.6686762,590.2229828
2868,279.7680655,328.2554496,646.4702096,569.7455112,545.8834323
2869,545.8727774,614.5166176,629.7999199,450.8357801,481.7797749
2870,492.5077566,568.2909397,513.6661068,584.2833885,654.6464094
2871,551.8492305,564.0524231,537.1013763,503.0159613,635.850369
2872,443.736943,638.0833098,533.5732423,423.1491115,655.0395057
2873,554.3636388,476.2579079,570.6099565,685.4429495,583.8886047
2874,642.4939232,410.606994,565.7039714,594.5643141,418.2171994
2875,518.8535232,558.9486799,544.1318283,604.8360177,631.7020271
2876,441.9374931,653.4063476,509.4098395,448.1158836,550.4970813
2877,548.5740114,586.2472304,616.9374885,532.6421062,576.3388445
2878,626.4461948,417.1114771,545.0852342,396.5268683,604.8082258
2879,618.9283018,530.368359,590.1834792,443.8061756,539.5123847
2880,490.0838557,620.9635698,646.7835,541.1878166,598.4047766
2881,638.801281,440.7452296,551.1441809,346.092099,570.3906117
2882,573.0364021,602.0902011,578.0771437,465.6011493,389.6721336
2883,623.7751015,369.3342206,492.8985876,401.9792769,726.7418634
2884,603.8032801,419.3497086,534.324015,537.4679471,667.3610752
2885,634.5092901,373.2215302,538.1186014,581.5502034,589.0928268
2886,282.5820046,334.6981737,660.0892299,426.1102504,519.6815477
2887,568.4811847,513.1155406,603.1844151,587.9613516,543.3363877
2888,464.7449163,631.5092166,528.562146,401.1297124,512.0839282
2889,618.2745094,441.7596695,553.2432827,608.7994747,468.958105
2890,562.9652048,581.5397191,619.4970038,478.7058694,409.8393233
2891,504.5716123,617.8371492,507.0910978,224.2658235,379.8254602
2892,578.7125046,594.8276772,577.9747028,450.4059264,433.7992814
2893,519.2708399,615.7744482,551.9044562,495.7593046,518.5096387
2894,526.970148,624.6422871,606.0200855,607.5422553,455.09491
2895,571.8946731,556.5107312,665.2928219,602.6058626,562.3072261
2896,454.8311648,639.6501733,572.4859316,346.1822798,551.3865404
2897,428.8935101,644.060586,563.727071,499.2344291,640.4913614
2898,549.7931835,595.847216,614.7618169,522.2647383,600.7617923
2899,610.3719723,392.8336812,509.1803698,404.7432421,691.4583514
2900,627.3792193,505.7165978,631.523987,512.069815,297.7453585
2901,560.7487913,571.0940492,618.7008705,616.4673132,550.9142173
2902,272.2734366,311.7233393,688.1770514,466.399435,636.5340753
2903,501.5211183,584.1610511,657.9961163,632.1117852,717.6310036
2904,650.0086304,411.5812214,593.735758,421.2704888,473.2491522
2905,519.7694276,596.2516002,582.0940009,621.85518,449.3275454
2906,621.9865105,397.6552142,587.8179289,561.5747232,471.7147291
2907,318.5938039,360.4321154,745.6557956,445.0962748,514.7993733
2908,434.2410837,662.1344727,500.5816674,356.8065659,499.35454
2909,631.3894768,391.0996047,478.4289576,312.8648863,568.672513
2910,593.0371664,575.6629072,593.4483399,467.7692413,385.4854783
2911,650.8761504,393.1572622,540.3755426,294.988968,494.718288
2912,621.0921876,390.2774968,537.4648236,342.3998186,686.6586023
2913,623.4876111,405.370061,515.1902439,415.2994739,564.7471298
2914,640.4862553,555.6853961,623.6853078,531.036962,347.6975181
2915,671.2613181,378.206493,552.3809872,518.141872,404.2152042
2916,264.3129392,329.0513165,705.6911148,495.6551455,676.8238191
2917,519.9798097,554.1536171,674.2880019,681.0750579,666.160931
2918,459.7794353,630.9731534,560.7427183,370.1686782,619.9331783
2919,549.137845,582.4974439,575.8094575,529.7966694,553.0230515
2920,652.404017,442.0297096,506.9732081,214.4175139,494.8759115
2921,266.5142008,333.4465837,731.6740656,605.1051361,606.7560056
2922,652.5988808,380.6684594,535.7729207,455.8525782,538.5875017
2923,508.2673091,616.4463659,569.6890174,421.0907787,553.0619892
2924,535.9571029,588.3048966,612.6594877,530.0568327,499.2066646
2925,565.3843399,579.9958738,663.237446,452.946154,405.6861559
2926,631.6946321,470.3967481,544.386259,495.8924622,502.5443236
2927,563.6915232,588.0476576,593.4421111,471.1473292,424.8001954
2928,468.1601075,630.1968663,600.5722577,535.4544085,595.6781833
2929,480.5530854,641.4667427,613.0712408,510.8924948,525.1445002
2930,651.170845,350.943001,494.5862324,360.1114961,425.6725953
2931,574.6181536,573.7309073,636.5495153,486.7059949,463.836316
2932,610.7847445,403.9470033,544.8440387,742.3588667,605.5606798
2933,638.5326112,381.1051599,547.3902012,586.3731398,629.9291899
2934,598.145219,536.4677713,628.0790942,593.6852315,459.3809634
2935,614.9705489,414.0208398,620.2475776,516.5574105,647.0160824
2936,569.6444589,581.8163302,583.1533996,414.6986877,453.3174592
2937,440.4720217,643.9983185,563.329318,539.6810702,588.1978527
2938,486.7240145,634.5694462,544.1701548,491.4880742,400.1744064
2939,457.8339915,626.1018923,578.123719,594.8467083,610.0676433
2940,629.5830595,401.2638175,566.8191074,628.7688617,487.4888587
2941,414.6024734,665.7786807,518.3117269,426.0474696,563.7393705
2942,624.3030407,423.7905336,542.5707136,522.0490405,516.350883
2943,655.6960766,376.97559,561.553618,385.1617072,628.4263435
2944,614.8729021,535.3443225,582.6217839,473.6699643,404.0656351
2945,510.9283006,642.4316782,545.8195737,264.2406032,315.3503721
2946,334.2207789,326.9927342,701.7659839,517.5155943,484.7940021
2947,545.9135542,581.202614,584.6194585,552.9660271,516.2610642
2948,523.8380958,569.0797625,583.3292911,636.9681945,647.1037852
2949,596.1135598,437.978423,549.2311067,543.958777,540.6345883
2950,583.1554607,571.818022,625.2213848,501.4636904,280.8878128
2951,540.6732149,569.8433738,607.3817501,639.5093444,433.2791767
2952,448.0905049,623.8040997,534.2761364,588.1425737,732.6796637
2953,627.6496822,420.4374466,544.1295164,462.1037387,586.5246761
2954,655.3716713,383.8945847,542.0856175,547.9548646,372.989868
2955,508.0832697,623.2961063,616.0400198,498.9661401,423.510754
2956,523.3723081,597.805055,584.3077444,524.6440969,548.4806978
2957,518.8956281,612.8576916,608.6982767,426.7013453,466.345078
2958,485.0445409,603.962959,650.8303518,435.941605,673.8719886
2959,563.0956167,603.1704535,643.6491976,506.0813324,420.5683148
2960,481.6717253,635.3033632,563.3071874,403.9397658,455.3764539
2961,588.6911051,479.2649699,550.2607699,595.8675115,547.0911788
2962,527.1582055,598.2757048,565.9241204,420.6486194,593.5180777
2963,456.7829463,642.7461042,560.9637729,440.3766575,549.4546916
2964,281.0239661,345.6292495,742.8995133,515.0091611,527.1755939
2965,424.2391776,652.6043272,526.3535822,337.932934,529.5901196
2966,440.6247142,646.0685869,544.899309,412.1747745,576.2960418
2967,543.713854,603.8263234,637.3871426,558.4043999,529.0650456
2968,499.9609663,639.1050375,626.6276605,465.0765315,362.9650788
2969,542.0987998,600.8863953,606.4181381,605.4724835,555.7892953
2970,571.1536556,564.0296364,674.1410166,489.6280174,595.7890734
2971,625.1352375,386.3215485,494.9913387,334.5262311,707.8107908
2972,316.1589895,328.3007165,708.8589275,476.9984375,446.6857288
2973,584.4712502,559.8185478,593.2544033,543.0537766,581.7354084
2974,598.3459903,554.197696,598.9652489,443.7702668,419.3177645
2975,582.4337442,580.128438,607.5687335,430.3718075,423.5675858
2976,389.9128785,672.6538952,531.1663236,406.1072585,617.6628189
2977,292.7159604,330.5476527,733.2105549,620.5137606,653.6808121
2978,290.9439378,332.2184966,683.7080595,433.9131148,475.3985688
2979,624.1174578,401.3823287,547.0396686,310.5556771,571.1494194
2980,541.4747352,601.2040093,596.606812,379.7451085,411.6052001
2981,642.1511667,400.9170792,485.5995867,247.9226331,438.6752997
2982,446.7276468,653.0205616,498.7153708,295.3369329,506.1879001
2983,571.1246996,583.0265472,587.1369854,553.0444868,372.911418
2984,599.1258989,539.3703789,604.5101852,442.0309806,411.9898765
2985,289.2391676,318.8082513,732.1622261,459.7832544,630.8735909
2986,599.0964076,394.5704152,546.9317747,479.1954769,690.8886225
2987,522.3639704,631.9282458,579.8551265,372.7384446,408.3269388
2988,450.8962494,649.5942989,537.0201635,332.3047151,446.1566986
2989,637.6059728,434.2223388,611.9637,395.6377464,490.6002648
2990,540.7978759,563.9103757,598.8475858,608.1709076,554.9180122
2991,635.3825264,463.1355513,602.2056022,557.7597949,325.8814286
2992,491.1064102,606.9998608,546.5162591,376.8826607,440.7690488
2993,631.4264245,424.3225836,549.1173769,395.2352391,608.0856985
2994,587.8213816,565.4167729,585.9376476,474.0113212,415.2041599
2995,475.3757648,633.6140942,512.6980033,379.8577685,515.0764555
2996,603.8184243,402.2615755,544.7835177,393.9653987,676.8273632
2997,509.3896647,624.3599899,592.6629465,519.6538846,482.9135173
2998,611.7960814,410.0686814,520.992277,348.647775,626.048026
2999,591.7038477,447.3955329,587.2824521,631.659824,553.3603723
3000,442.4413669,644.6775289,512.9313663,293.7011294,568.5856013
3001,626.469633,402.149425,520.1725858,306.6294448,515.6811075
3002,260.8527406,321.7332826,669.6002147,506.936478,617.0030996
3003,523.8660266,615.4123851,514.4769309,379.2999294,516.3331462
3004,517.0548509,585.4034347,619.8847543,657.0351788,607.1029918
3005,602.153459,408.3397627,518.106148,656.1860567,581.2423265
3006,390.4244246,662.8409542,523.1956076,377.1262539,551.8847421
3007,567.867485,576.375898,634.3147514,558.8900092,428.4058838
3008,588.2173218,482.1904124,629.4777414,739.5115634,403.6617094
3009,594.1407598,586.5930775,599.2997009,544.9064691,313.7415012
3010,640.1893539,413.2834206,596.2136512,459.6389388,335.5549546
3011,513.4765857,603.5989525,580.8274936,421.6764277,615.988699
3012,648.393076,444.4005368,577.6539366,452.5575797,500.3243306
3013,513.2867875,585.0607211,576.5248864,475.1207776,594.2561889
3014,548.4484041,600.3816943,604.2095442,481.8851242,366.6143339
3015,623.5292826,397.8415796,547.9765586,420.1208498,536.0742134
3016,520.0901408,618.6322701,603.4133064,534.6411573,470.5676972
3017,602.433168,497.9114923,615.5699426,589.1382659,455.4787247
3018,293.9519235,344.5364986,739.7843459,462.1551196,383.5470238
3019,617.6570887,519.694254,665.2577715,553.1427656,291.1717256
3020,437.0293045,640.7184395,516.0609749,363.6919896,590.363181
3021,650.4495284,413.315596,588.8017967,434.6888105,497.3308018
3022,548.726537,586.4157173,641.0693642,586.2472665,533.8581242
3023,493.3622637,603.5782887,557.1623738,567.811444,601.2503445
3024,448.2787976,641.4035901,564.8419879,450.7914603,554.7631763
3025,437.6286826,645.7451574,528.6121719,359.7138662,534.4751142
3026,289.2884728,346.4320187,737.5551274,538.9717102,512.2420703
3027,618.3701313,425.5626558,565.4434953,254.6821258,661.1257934
3028,474.8730457,624.7947771,546.0793678,435.838786,564.8780821
3029,256.9741834,320.7026432,652.3911553,577.2524719,432.3727664
3030,602.9943917,371.3870564,481.2569574,205.375191,607.2560224
3031,481.0487069,625.1670732,572.8561982,429.0176639,614.7542845
3032,557.8902596,599.4439679,572.8151985,320.361559,422.7585006
3033,619.4462634,432.1800187,580.2108049,582.475432,437.7657434
3034,634.2072267,437.9060087,566.5815435,547.301352,377.9138115
3035,623.2307711,450.7415571,615.0960071,574.7218727,527.152038
3036,503.447557,617.8502899,588.155563,533.5090542,548.812123
3037,619.1944047,470.9224091,554.7262741,456.1369955,519.2840481
3038,282.3388208,333.9954427,674.6824892,513.6772038,524.6350324
3039,625.4146151,555.9949153,623.4200149,440.1250066,348.7661688
3040,471.2057769,636.0999365,587.7554843,451.8611166,552.3535719
3041,438.1153694,632.1713193,615.773855,428.6416762,680.7665868
3042,524.6320545,599.6173055,617.1331495,410.7313893,581.5477771
3043,641.4750601,381.2992503,527.4867326,408.1047276,623.2363946
3044,601.4724909,441.9526713,556.9998085,497.1977096,644.3925718
3045,628.7366112,471.3062512,584.307356,463.8123088,387.7618621
3046,590.6020092,549.4023703,589.2250777,593.996406,570.3365821
3047,532.8033787,607.5046495,600.595519,577.3353892,486.885453
3048,483.8107957,583.1503905,534.2889726,464.132211,705.8133518
3049,622.2841381,445.39866,568.4667074,513.2134139,544.6978673
3050,564.3265461,590.84525,643.6777682,445.7452327,428.8543532
3051,524.1085378,587.0418066,676.1941997,624.8846566,517.4797957
3052,642.9486206,423.8096204,553.4477778,611.8398359,397.4492953
3053,569.3476804,587.6401403,608.51643,517.5151505,518.4782359
3054,484.3048002,640.4731788,569.2365263,346.6038839,418.7894405
3055,616.4205916,376.4542232,512.6430933,433.234643,631.9305713
3056,442.4749809,653.1136341,524.9797147,429.6391951,568.3225275
3057,591.0605174,538.4858716,623.1258296,604.05769,314.6854958
3058,481.2525117,639.6928969,572.0905311,490.4651738,501.6677239
3059,613.1281123,433.078439,614.3230318,643.7597617,399.2406249
3060,663.0800834,383.1791957,573.9656546,514.9439334,531.0494112
3061,467.9450391,634.737603,565.7486471,428.3116958,502.8477911
3062,577.8290979,584.8282712,550.2986979,412.4405541,564.7673431
3063,633.6065948,390.9859324,509.5032605,411.2841414,593.0361162
3064,546.7646321,603.2670912,628.8404572,493.8279946,433.0417484
3065,647.1762548,396.9478809,578.74142,524.3259983,523.4600571
3066,599.9429097,571.785916,596.2745214,639.1819569,463.526247
3067,550.5792845,601.8174771,658.8142555,575.117799,402.3190802
3068,581.6009425,574.5458262,636.0183599,419.8441176,541.7892984
